1	0.88	0.90
2	0.88	0.90
3	0.90	0.91
4	0.98	0.88
5	0.89	0.88
6	1.32	1.54
7	1.12	1.02
8	1.01	1.01
9	1.07	1.02
10	1.54	1.01
11	1.04	1.01
12	1.01	1.26
13	1.03	1.02
14	1.02	1.27
15	1.02	1.03
16	1.04	1.02
17	1.05	1.06
18	1.17	1.02
19	1.05	1.04
20	1.04	1.00
21	1.02	1.07
22	1.01	0.99
23	1.06	1.01
24	1.01	1.28
25	1.13	1.01
26	1.04	1.01
27	1.04	1.03
28	1.03	1.25
29	1.04	1.04
30	1.02	1.04
31	1.53	1.02
32	1.02	1.04
33	1.04	1.05
34	1.03	1.02
35	1.03	1.02
36	1.02	1.05
37	1.62	1.07
38	1.00	1.03
39	1.03	1.04
40	1.03	1.00
41	1.01	1.04
42	1.02	1.01
43	1.69	1.20
44	1.03	1.00
45	1.00	1.03
46	1.02	1.39
47	1.39	1.05
48	1.03	1.08
49	1.03	1.21
50	1.01	1.04
51	1.50	1.01
52	1.05	1.54
53	1.58	1.02
54	1.02	1.01
55	1.11	1.17
56	1.01	1.18
57	1.16	1.35
58	1.09	1.01
59	1.01	1.01
60	1.04	1.03
61	1.02	1.02
62	1.05	1.11
63	1.53	1.01
64	1.60	1.15
65	1.07	1.01
66	1.27	1.02
67	1.01	1.02
68	1.01	1.07
69	1.56	1.48
70	4.17	1.26
71	1.89	1.88
72	4.09	1.91
73	2.19	3.35
74	1.02	1.51
75	1.08	1.02
76	1.03	5.55
77	3.15	2.17
78	2.43	2.63
79	1.93	1.93
80	1.67	2.53
81	1.15	1.79
82	1.01	1.03
83	1.03	1.00
84	1.00	1.77
85	1.03	1.01
86	1.04	1.01
87	1.01	1.00
88	1.02	1.47
89	1.59	1.01
90	1.01	1.02
91	1.01	1.07
92	1.02	1.26
93	1.02	1.02
94	1.02	1.63
95	1.52	1.06
96	1.02	1.05
97	1.40	1.01
98	1.01	1.26
99	1.07	1.52
100	1.25	1.28
101	1.02	1.13
102	1.35	1.00
103	1.27	1.01
104	1.05	1.48
105	1.07	1.02
106	1.07	1.02
107	1.05	1.01
108	0.88	0.87
109	0.87	0.92
110	0.94	0.92
111	1.03	0.87
112	0.87	0.88
113	0.91	0.89
114	0.87	0.89
115	0.88	0.87
116	1.12	0.88
117	0.87	0.88
118	0.86	1.27
119	1.09	1.30
120	1.00	0.90
121	0.89	1.39
122	1.01	0.88
123	1.13	0.88
124	0.87	0.88
125	0.90	1.44
126	0.92	0.87
127	0.89	2.20
128	1.13	0.89
129	0.87	0.88
130	0.88	0.90
131	0.87	0.87
132	0.88	0.87
133	0.86	0.88
