1	0.93	0.89
2	0.89	0.88
3	0.90	0.92
4	0.87	0.90
5	0.90	0.88
6	0.91	1.03
7	1.04	1.17
8	1.03	1.04
9	1.02	1.06
10	1.34	1.06
11	1.06	1.10
12	1.03	1.00
13	1.04	1.01
14	1.04	1.02
15	1.02	1.01
16	1.11	1.05
17	1.08	1.04
18	1.07	1.03
19	1.10	1.03
20	1.02	1.02
21	1.03	1.03
22	1.04	1.05
23	1.07	1.27
24	1.32	1.54
25	1.04	1.17
26	1.01	1.01
27	1.01	1.06
28	1.02	1.03
29	1.03	1.08
30	1.03	1.02
31	1.01	1.02
32	1.00	1.01
33	1.01	1.28
34	1.06	1.03
35	1.02	1.10
36	1.03	1.03
37	1.02	1.01
38	1.05	1.01
39	1.07	1.05
40	1.06	1.06
41	1.04	1.02
42	1.02	1.21
43	1.41	1.00
44	1.01	1.02
45	1.01	1.03
46	1.06	1.21
47	1.00	1.01
48	1.02	1.04
49	1.02	1.01
50	1.03	1.03
51	1.11	1.06
52	1.03	1.01
53	1.00	1.51
54	1.27	1.02
55	1.00	1.03
56	1.00	1.00
57	1.15	1.01
58	1.04	1.01
59	1.03	1.28
60	1.01	1.27
61	1.02	1.02
62	1.11	1.06
63	1.13	1.14
64	1.27	1.04
65	1.01	1.04
66	1.00	1.00
67	1.05	1.01
68	1.03	1.26
69	1.01	1.00
70	1.03	1.02
71	1.03	1.56
72	4.14	4.24
73	2.34	3.49
74	2.27	3.74
75	2.62	3.64
76	1.82	1.45
77	1.13	1.43
78	1.10	2.12
79	2.52	7.16
80	2.13	3.35
81	3.23	1.96
82	2.38	1.34
83	1.00	1.32
84	1.19	1.00
85	1.02	1.00
86	1.45	1.27
87	1.02	1.01
88	1.00	1.01
89	1.01	1.03
90	1.02	1.02
91	1.01	1.04
92	1.04	1.48
93	1.06	1.00
94	1.12	1.26
95	1.08	1.04
96	1.01	1.03
97	1.02	1.03
98	1.05	1.88
99	1.16	1.02
100	1.34	1.03
101	1.51	1.48
102	1.01	1.28
103	1.16	1.01
104	1.11	1.65
105	1.77	1.37
106	1.04	1.01
107	1.06	1.09
108	0.90	0.87
109	0.88	0.87
110	0.94	0.88
111	1.13	0.87
112	0.91	0.94
113	0.88	0.91
114	0.88	0.92
115	0.88	0.88
116	0.88	0.87
117	0.89	0.87
118	0.88	0.88
119	1.31	0.87
