1	1.03	0.88
2	0.89	0.87
3	1.36	1.13
4	1.10	0.88
5	1.10	0.89
6	0.88	1.09
7	1.08	1.04
8	1.04	1.29
9	1.09	1.18
10	1.05	1.01
11	1.17	1.03
12	1.00	1.01
13	1.05	1.02
14	1.04	1.01
15	1.01	1.02
16	1.02	1.04
17	1.03	1.07
18	1.04	1.05
19	1.30	1.08
20	1.11	1.08
21	1.02	1.01
22	1.02	1.02
23	1.57	1.37
24	1.01	1.02
25	1.02	1.02
26	1.03	1.34
27	1.06	1.03
28	1.04	1.01
29	1.02	1.05
30	1.03	1.01
31	1.01	1.02
32	1.01	1.03
33	1.04	1.05
34	1.02	1.03
35	1.01	1.40
36	1.08	1.26
37	1.01	1.03
38	1.03	1.05
39	1.07	1.04
40	1.04	1.04
41	1.03	1.05
42	1.52	1.00
43	1.12	1.09
44	1.19	1.37
45	1.17	1.48
46	1.05	1.03
47	1.02	1.03
48	1.04	1.01
49	1.28	1.03
50	1.02	1.02
51	1.17	1.38
52	1.02	1.03
53	1.27	1.03
54	1.18	1.12
55	1.23	1.02
56	1.31	1.03
57	1.01	1.04
58	1.01	1.01
59	1.04	1.26
60	1.06	1.04
61	1.06	1.01
62	1.01	1.26
63	1.04	1.05
64	1.09	1.26
65	1.03	1.02
66	1.02	1.00
67	1.00	1.00
68	1.01	1.26
69	1.28	1.05
70	1.05	6.41
71	4.66	2.49
72	4.63	3.66
73	3.31	2.32
74	2.95	1.79
75	1.15	1.06
76	2.92	3.01
77	5.19	3.55
78	2.75	2.55
79	5.89	1.41
80	1.17	1.02
81	1.02	1.07
82	1.01	1.17
83	1.05	1.17
84	1.27	1.05
85	1.44	1.22
86	1.06	1.37
87	1.30	1.02
88	1.03	1.01
89	1.04	1.02
90	1.26	1.13
91	1.36	1.02
92	1.02	1.01
93	1.02	1.00
94	1.01	1.02
95	1.28	1.02
96	1.01	1.01
97	1.01	1.01
98	1.02	1.00
99	1.02	1.01
100	1.02	1.01
101	1.01	1.00
102	1.01	1.08
103	1.01	0.99
104	1.01	1.25
105	1.04	1.07
106	1.55	1.04
107	1.01	1.34
108	0.94	0.88
109	0.87	0.88
110	0.88	0.95
111	1.46	0.88
112	0.89	0.88
113	1.34	0.89
114	0.88	0.88
115	0.89	0.87
116	0.88	0.88
117	0.91	0.93
118	0.88	0.87
119	0.87	0.89
120	0.89	0.88
121	0.87	0.99
122	1.24	0.89
123	0.88	0.87
124	0.88	0.88
125	0.87	1.12
126	0.87	0.88
127	0.88	0.88
128	1.09	0.88
129	0.87	0.87
130	0.89	0.89
131	0.89	0.91
132	0.88	1.13
133	1.34	0.93
134	0.88	1.00
135	1.39	1.14
136	1.13	0.94
137	0.93	0.88
138	0.90	0.93
139	0.88	0.87
140	0.88	0.87
141	1.13	0.87
142	0.89	0.90
143	0.90	0.93
144	1.25	1.47
145	0.89	0.87
